Id,Label,d0,Degree,Weighted Degree,modularity_class,clustering,triangles
central obesity,central obesity,symptom,10,10,80,1,45
pathological euphoria,pathological euphoria,symptom,10,10,80,1,45
hirsutism in women,hirsutism in women,symptom,10,10,80,1,45
hyperandrogenism,hyperandrogenism,symptom,10,10,80,1,45
presence of single or multiple nodules on the facial skin,presence of single or multiple nodules on the facial skin,symptom,9,9,207,1,36
characterized by hardness,characterized by hardness,symptom,9,9,207,1,36
possibly accompanied by abdominal pain,possibly accompanied by abdominal pain,symptom,4,4,51,1,6
the lesions initially present as tiny,the lesions initially present as tiny,symptom,6,6,100,1,15
skin-colored or darkened papules,skin-colored or darkened papules,symptom,6,6,100,1,15
resembling the size,resembling the size,symptom,6,6,100,1,15
shape of seborrheic keratosis,shape of seborrheic keratosis,symptom,6,6,100,1,15
flat warts,flat warts,symptom,6,6,100,1,15
nosebleed or bloody nasal discharge,nosebleed or bloody nasal discharge,symptom,8,8,1,1,28
dental numbness,dental numbness,symptom,8,8,1,1,28
swelling of the salivary glands,swelling of the salivary glands,symptom,7,7,0,1,21
scrotal pain,scrotal pain,symptom,10,10,0,0.533333,24
pain on pulling the auricle,pain on pulling the auricle,symptom,23,23,207,1,253
ear canal obstruction,ear canal obstruction,symptom,23,23,207,1,253
narrowing of the external auditory canal,narrowing of the external auditory canal,symptom,23,23,207,1,253
sprains,sprains,symptom,5,5,207,1,10
avulsion fractures,avulsion fractures,symptom,5,5,207,1,10
pharyngeal burning,pharyngeal burning,symptom,3,3,51,1,3
chest pain unrelated to breathing,chest pain unrelated to breathing,symptom,6,6,79,1,15
pain in the affected area after drinking alcohol,pain in the affected area after drinking alcohol,symptom,6,6,79,1,15
at birth,at birth,symptom,29,29,59,0.55665,226
the skin,the skin,symptom,20,20,79,1,190
and umbilical cord are stained green or dark green,and umbilical cord are stained green or dark green,symptom,20,20,79,1,190
nostril flaring,nostril flaring,symptom,20,20,79,1,190
retraction of the sternum during respiration,retraction of the sternum during respiration,symptom,20,20,79,1,190
eversion of the bladder,eversion of the bladder,symptom,8,8,80,1,28
and excretion of urine,and excretion of urine,symptom,8,8,80,1,28
and gas through the rectum,and gas through the rectum,symptom,8,8,80,1,28
urethra,urethra,symptom,8,8,80,1,28
and/or vagina,and/or vagina,symptom,8,8,80,1,28
upper abdominal distension,upper abdominal distension,symptom,15,16,51,0.638095,67
yellowish-white mucoid sputum with a fruity smell,yellowish-white mucoid sputum with a fruity smell,symptom,9,9,79,1,36
bronchiolar mucosal edema,bronchiolar mucosal edema,symptom,25,25,79,1,300
dull pain in fingers (toes),dull pain in fingers (toes),symptom,19,20,207,0.584795,100
relaxed upper eyelids,relaxed upper eyelids,symptom,12,12,207,1,66
enlarged finger joints,enlarged finger joints,symptom,18,18,207,0.568627,87
and emaciation,and emaciation,symptom,12,12,207,1,66
cervicodorsal tenderness,cervicodorsal tenderness,symptom,1,1,207,0,0
cradle cap in infants,cradle cap in infants,symptom,5,5,1,1,10
hard liver texture,hard liver texture,symptom,11,11,51,1,55
liver lobe atrophy,liver lobe atrophy,symptom,11,11,51,1,55
secondary sex characteristics changes,secondary sex characteristics changes,symptom,11,11,51,1,55
tracheal injury,tracheal injury,symptom,10,10,79,1,45
toxic symptoms,toxic symptoms,symptom,9,9,207,1,36
low ejection fraction,low ejection fraction,symptom,12,12,79,1,66
hemodynamic instability,hemodynamic instability,symptom,12,12,79,1,66
and wide,and wide,symptom,12,12,79,1,66
abnormal qrs complexes,abnormal qrs complexes,symptom,12,12,79,1,66
vomiting bile or bitter green fluid when coughing,vomiting bile or bitter green fluid when coughing,symptom,6,6,0,1,15
dactylitis,dactylitis,symptom,15,16,80,0.733333,77
menstrual swelling,menstrual swelling,symptom,3,3,31,1,3
severe pain inside the ear,severe pain inside the ear,symptom,3,3,207,1,3
mild hearing loss,mild hearing loss,symptom,3,3,207,1,3
presence of small depressions in the lumbosacral skin,presence of small depressions in the lumbosacral skin,symptom,14,14,80,1,91
skin sinuses,skin sinuses,symptom,14,14,80,1,91
local hypertrichosis or dermal sinuses,local hypertrichosis or dermal sinuses,symptom,14,14,80,1,91
midline lumbosacral hemangiomas,midline lumbosacral hemangiomas,symptom,14,14,80,1,91
asymmetrical gluteal cleft,asymmetrical gluteal cleft,symptom,14,14,80,1,91
as well as urinary incontinence,as well as urinary incontinence,symptom,14,14,80,1,91
back pain that radiates unilaterally or bilaterally to the lower limbs,back pain that radiates unilaterally or bilaterally to the lower limbs,symptom,14,14,80,1,91
diffuse swelling of the skin on the head,diffuse swelling of the skin on the head,symptom,3,3,207,1,3
or limbs,or limbs,symptom,3,3,207,1,3
or subcutaneous tumors,or subcutaneous tumors,symptom,3,3,207,1,3
infant sweating during sleep,infant sweating during sleep,symptom,7,7,31,1,21
limb bone striated hypertrophy,limb bone striated hypertrophy,symptom,6,6,207,1,15
calcaneal spur,calcaneal spur,symptom,6,6,207,1,15
knee spur,knee spur,symptom,6,6,207,1,15
numbness in the index,numbness in the index,symptom,6,6,207,1,15
diffuse erythema at the tip of the nose,diffuse erythema at the tip of the nose,symptom,7,7,100,1,21
impaired glucose tolerance,impaired glucose tolerance,symptom,1,1,79,0,0
symptoms include morning sickness,symptoms include morning sickness,symptom,5,5,51,1,10
leading to frequent vomiting that prevents eating; the vomit may contain bile or a coffee-ground substance,leading to frequent vomiting that prevents eating; the vomit may contain bile or a coffee-ground substance,symptom,5,5,51,1,10
and toxic shock,and toxic shock,symptom,6,6,51,1,15
deep soft tissue hematoma,deep soft tissue hematoma,symptom,2,2,1,1,1
uncontrolled bleeding after nasal bleeding,uncontrolled bleeding after nasal bleeding,symptom,2,2,1,1,1
numbness in the distal extremities,numbness in the distal extremities,symptom,9,9,31,1,36
severe myasthenia gravis,severe myasthenia gravis,symptom,9,9,31,1,36
spinal muscular atrophy,spinal muscular atrophy,symptom,9,9,31,1,36
glove or stocking pattern of sensory loss,glove or stocking pattern of sensory loss,symptom,9,9,31,1,36
both superficial,both superficial,symptom,9,9,31,1,36
cervical vertigo,cervical vertigo,symptom,11,11,207,1,55
abrasion marks or swelling in the neck,abrasion marks or swelling in the neck,symptom,11,11,207,1,55
neck burns,neck burns,symptom,11,11,207,1,55
slow or stagnant weight gain in infants,slow or stagnant weight gain in infants,symptom,11,11,51,1,55
psychogenic anorexia,psychogenic anorexia,symptom,11,11,51,1,55
papillary hyperplasia of the nipple,papillary hyperplasia of the nipple,symptom,0,0,288,0,0
bright red nevus,bright red nevus,symptom,5,5,204,1,10
red or purplish-red color,red or purplish-red color,symptom,5,5,204,1,10
flush with skin surface,flush with skin surface,symptom,5,5,204,1,10
irregular edges,irregular edges,symptom,5,5,204,1,10
varying sizes,varying sizes,symptom,5,5,204,1,10
common symptoms include a foggy blur in vision,common symptoms include a foggy blur in vision,symptom,1,1,1,0,0
and periodic attacks of scleral congestion,and periodic attacks of scleral congestion,symptom,8,8,1,1,28
aggravated after feeding,aggravated after feeding,symptom,6,6,79,1,15
enhanced platelet aggregation,enhanced platelet aggregation,symptom,11,11,51,1,55
split ends,split ends,symptom,11,11,51,1,55
swelling in the groin or obturator region,swelling in the groin or obturator region,symptom,11,11,207,1,55
knee flexion,knee flexion,symptom,11,11,207,1,55
external rotation deformity,external rotation deformity,symptom,11,11,207,1,55
uncomfortable hip,uncomfortable hip,symptom,11,11,207,1,55
lateral hip swelling,lateral hip swelling,symptom,11,11,207,1,55
subcutaneous ecchymosis on the lateral hip,subcutaneous ecchymosis on the lateral hip,symptom,11,11,207,1,55
children dragging feet while walking,children dragging feet while walking,symptom,11,11,207,1,55
widespread flushing,widespread flushing,symptom,26,26,100,1,325
burning pain in the upper limb,burning pain in the upper limb,symptom,5,5,207,1,10
diminished sensation,diminished sensation,symptom,5,5,207,1,10
aggravated with wrist movement,aggravated with wrist movement,symptom,5,5,207,1,10
and can radiate to the upper arm,and can radiate to the upper arm,symptom,5,5,207,1,10
a feeling of heaviness in the vulva,a feeling of heaviness in the vulva,symptom,1,1,80,0,0
flaccid paralysis of limbs,flaccid paralysis of limbs,symptom,6,6,31,1,15
positive pathological reflex,positive pathological reflex,symptom,6,6,31,1,15
foul-smelling mucus diarrhea without pus,foul-smelling mucus diarrhea without pus,symptom,26,26,51,1,325
and shallow,and shallow,symptom,10,16,51,0.955556,43
lesions appear as milky white or yellow,lesions appear as milky white or yellow,symptom,3,3,289,1,3
firm papules ranging from the size of a pinhead to that of a grain of rice,firm papules ranging from the size of a pinhead to that of a grain of rice,symptom,3,3,289,1,3
with their tops rounded,with their tops rounded,symptom,3,3,289,1,3
covered with a very thin layer of epidermis,covered with a very thin layer of epidermis,symptom,3,3,289,1,3
raised surface,raised surface,symptom,6,6,100,1,15
dark red color,dark red color,symptom,6,6,100,1,15
continues to expand,continues to expand,symptom,6,6,100,1,15
upper left abdominal mass,upper left abdominal mass,symptom,6,6,207,1,15
secondary splenomegaly-induced anemia,secondary splenomegaly-induced anemia,symptom,6,6,207,1,15
and bleeding symptoms,and bleeding symptoms,symptom,6,6,207,1,15
post-exercise muscle cramps accompanied by transient myoglobinuria,post-exercise muscle cramps accompanied by transient myoglobinuria,symptom,2,2,79,1,1
muscle fatigue,muscle fatigue,symptom,2,2,79,1,1
abdominal pain accompanied by jaundice,abdominal pain accompanied by jaundice,symptom,6,7,51,0.866667,13
subcutaneous tissue edema,subcutaneous tissue edema,symptom,16,16,0,0.7,84
whitening of the skin,whitening of the skin,symptom,14,14,100,0.505495,46
semi-flexion of the ulnar three fingers,semi-flexion of the ulnar three fingers,symptom,7,7,207,1,21
increased pain during passive finger extension,increased pain during passive finger extension,symptom,7,7,207,1,21
noticeable swelling on the back of the hand,noticeable swelling on the back of the hand,symptom,7,7,207,1,21
throat burning pain,throat burning pain,symptom,13,13,207,1,78
drooping wrists,drooping wrists,symptom,13,13,207,1,78
milk discharge,milk discharge,symptom,16,16,80,1,120
limb hypertrophy,limb hypertrophy,symptom,27,27,80,0.438746,154
pharyngeal muscle movement disorders,pharyngeal muscle movement disorders,symptom,6,6,100,1,15
inability to form a perfect 'o' with the thumb,inability to form a perfect 'o' with the thumb,symptom,8,8,31,1,28
finger pain,finger pain,symptom,13,13,31,0.525641,41
changes in the skin color,changes in the skin color,symptom,8,8,31,1,28
temperature of the limbs,temperature of the limbs,symptom,8,8,31,1,28
pain in the hepatic region,pain in the hepatic region,symptom,20,20,51,1,190
aniridia,aniridia,symptom,7,7,1,1,21
purple striae on the abdomen,purple striae on the abdomen,symptom,5,5,80,1,10
inner sides of limbs,inner sides of limbs,symptom,5,5,80,1,10
elevated blood glucose,elevated blood glucose,symptom,5,5,80,1,10
intense heart palpitations,intense heart palpitations,symptom,4,4,135,1,6
pallor or sallow complexion,pallor or sallow complexion,symptom,4,4,135,1,6
sacroiliac area,sacroiliac area,symptom,8,8,80,1,28
characterized by soreness,characterized by soreness,symptom,8,8,80,1,28
and worsened by prolonged bending,and worsened by prolonged bending,symptom,8,8,80,1,28
or labor,or labor,symptom,8,8,80,1,28
skin allergy,skin allergy,symptom,5,5,100,1,10
and abnormal short stature,and abnormal short stature,symptom,3,3,31,1,3
increased purulent bronchial secretions,increased purulent bronchial secretions,symptom,9,9,79,1,36
hemorrhage commonly occurs on the face,hemorrhage commonly occurs on the face,symptom,4,4,207,1,6
extensor side of upper limbs,extensor side of upper limbs,symptom,4,4,207,1,6
back of the hands,back of the hands,symptom,4,4,207,1,6
and lower legs. the subcutaneous hemorrhage in senile purpura is slowly absorbed,and lower legs. the subcutaneous hemorrhage in senile purpura is slowly absorbed,symptom,4,4,207,1,6
abnormal sleep patterns,abnormal sleep patterns,symptom,13,13,31,1,78
paraplegic paralysis,paraplegic paralysis,symptom,13,13,31,1,78
testicular tenderness,testicular tenderness,symptom,13,14,80,0.858974,67
testicular swelling pain,testicular swelling pain,symptom,2,2,80,1,1
neonatal shortness of breath,neonatal shortness of breath,symptom,10,10,79,1,45
antidromic atrioventricular reciprocating tachycardia,antidromic atrioventricular reciprocating tachycardia,symptom,10,10,79,1,45
late diastolic gallop rhythm,late diastolic gallop rhythm,symptom,18,21,79,0.72549,111
exposing genitals in public places,exposing genitals in public places,symptom,2,2,290,1,1
drawing attention from others,drawing attention from others,symptom,2,2,290,1,1
possibly progressing to consciousness disorders,possibly progressing to consciousness disorders,symptom,6,6,31,1,15
jaw swelling,jaw swelling,symptom,5,6,1,0.7,7
and dyspnea on inspiration,and dyspnea on inspiration,symptom,7,7,79,1,21
pupillary changes,pupillary changes,symptom,8,8,51,1,28
arterial wall like,arterial wall like,symptom,2,2,80,1,1
arterial gunshot sound,arterial gunshot sound,symptom,2,2,80,1,1
decreased concentration,decreased concentration,symptom,5,5,79,1,10
crust-like scales,crust-like scales,symptom,28,28,100,1,378
erythromelalgia,erythromelalgia,symptom,13,13,51,1,78
pericardial inflammation,pericardial inflammation,symptom,24,32,79,0.67029,185
and abnormal appetite,and abnormal appetite,symptom,9,9,79,1,36
anorectal malformation with absence of anus,anorectal malformation with absence of anus,symptom,6,6,51,1,15
pulsating movement,pulsating movement,symptom,11,11,79,1,55
transvestic fetishism,transvestic fetishism,symptom,12,12,59,1,66
cross-dressing,cross-dressing,symptom,12,12,59,1,66
sexual sadism,sexual sadism,symptom,12,12,59,1,66
